,pclass,age,sex,unaccompanied,survived
1150,3,2,0,0,0
1151,3,2,1,0,0
1152,3,3,0,1,0
1153,3,3,1,1,0
1154,3,2,0,0,0
1155,3,2,0,0,0
1156,3,1,1,1,0
1157,3,1,0,1,0
1158,3,3,1,1,0
1159,3,2,1,0,1
1160,3,3,0,0,0
1161,3,1,0,0,0
1162,3,2,0,0,1
1163,3,2,0,0,0
1164,3,2,0,0,0
1165,3,2,0,0,0
1166,3,2,0,0,0
1167,3,2,0,0,0
1168,3,2,0,0,0
1169,3,2,0,0,0
1170,3,2,0,1,0
1171,3,1,0,1,0
1172,3,2,1,1,0
1173,3,2,1,1,0
1174,3,2,1,1,0
1175,3,2,1,1,0
1176,3,2,0,1,0
1177,3,2,0,1,0
1178,3,2,0,1,0
1179,3,2,0,1,0
1180,3,2,1,1,0
1181,3,2,0,0,0
1182,3,2,1,0,1
1183,3,2,0,0,0
1184,3,2,0,1,0
1185,3,2,0,1,0
1186,3,2,0,1,0
1187,3,1,1,1,1
1188,3,2,1,1,1
1189,3,1,1,1,1
1190,3,2,0,0,1
1191,3,2,0,0,0
1192,3,2,0,0,0
1193,3,2,0,0,0
1194,3,2,0,0,0
1195,3,2,0,0,0
1196,3,2,0,0,1
1197,3,2,0,0,0
1198,3,2,1,0,1
1199,3,2,0,0,0
1200,3,2,0,0,0
1201,3,2,0,0,0
1202,3,2,0,0,0
1203,3,2,0,0,0
1204,3,2,0,0,0
1205,3,1,1,0,1
1206,3,1,0,1,0
1207,3,1,0,1,0
1208,3,1,1,1,0
1209,3,1,1,1,0
1210,3,2,0,1,0
1211,3,3,1,1,0
1212,3,2,0,0,0
1213,3,2,0,0,0
1214,3,2,0,0,0
1215,3,2,0,0,0
1216,3,2,1,0,1
1217,3,2,0,0,0
1218,3,2,0,0,0
1219,3,2,0,0,0
1220,3,2,0,0,0
1221,3,2,0,0,0
1222,3,2,0,0,0
1223,3,2,1,0,1
1224,3,2,0,0,0
1225,3,3,0,0,0
1226,3,2,0,0,0
1227,3,2,1,0,0
1228,3,2,0,0,1
1229,3,2,0,0,0
1230,3,1,1,1,0
1231,3,2,1,1,0
1232,3,1,0,0,1
1233,3,3,0,0,1
1234,3,2,0,0,0
1235,3,3,0,0,0
1236,3,1,0,0,1
1237,3,2,0,0,0
1238,3,2,0,0,1
1239,3,2,0,0,0
1240,3,1,0,1,1
1241,3,2,0,1,0
1242,3,2,0,0,0
1243,3,2,0,0,0
1244,3,1,1,1,1
1245,3,2,0,0,0
1246,3,2,0,1,0
1247,3,2,1,1,1
1248,3,2,0,0,0
1249,3,2,0,0,0
1250,3,2,0,0,0
1251,3,2,0,0,0
1252,3,3,0,0,0
1253,3,2,0,0,0
1254,3,2,0,0,1
1255,3,2,0,0,0
1256,3,1,0,1,1
1257,3,1,1,1,1
1258,3,2,1,1,1
1259,3,2,0,0,0
1260,3,1,1,0,1
1261,3,3,1,0,1
1262,3,2,0,1,0
1263,3,1,0,1,0
1264,3,2,0,1,0
1265,3,1,1,1,0
1266,3,2,0,1,0
1267,3,2,1,1,0
1268,3,2,0,0,0
1269,3,2,0,0,0
1270,3,2,0,0,0
1271,3,2,0,0,0
1272,3,3,0,0,0
1273,3,1,1,1,0
1274,3,2,0,1,0
1275,3,1,0,1,0
1276,3,2,1,1,0
1277,3,2,0,0,1
1278,3,2,0,0,0
1279,3,1,1,0,0
1280,3,2,0,0,0
1281,3,2,0,0,0
1282,3,2,0,0,0
1283,3,2,0,0,0
1284,3,2,0,0,0
1285,3,2,0,0,0
1286,3,2,1,0,1
1287,3,3,0,0,0
1288,3,1,0,1,0
1289,3,2,0,1,0
1290,3,3,1,1,1
1291,3,2,0,0,0
1292,3,2,0,0,0
1293,3,2,0,0,0
1294,3,2,0,0,0
1295,3,2,0,0,0
1296,3,2,0,0,0
1297,3,2,0,0,0
1298,3,2,0,0,0
1299,3,2,0,1,0
1300,3,1,1,1,1
1301,3,3,0,0,0
1302,3,2,0,0,0
1303,3,2,0,0,0
1304,3,1,1,1,0
1305,3,2,1,1,0
1306,3,2,0,0,0
1307,3,2,0,0,0
1308,3,2,0,0,0
